"","distancia_centro_comercial","distancia_escuela","distancia_universidad","distancia_cesped","distancia_bosques","distancia_parque","distancia_cine","distancia_discoteca","distancia_transporte","geometry"
"22315",384,1017,1173,68080,8178,5913,16,65,473,c(-74.0690002441, 4.6880002022)
"22316",137,3229,1125,17613,8177,11534,21,2,563,c(-74.061, 4.671)
"22317",1095,2936,983,27823,5594,10062,82,71,615,c(-74.0660018921, 4.6500000954)
"22318",1256,716,20,20820,3863,4617,10,140,1320,c(-74.0960006714, 4.6339998245)
"22319",1272,740,210,50325,6589,611,83,99,1449,c(-74.1169967651, 4.6700000763)
"22320",508,5595,436,11600,8037,6256,12,98,128,c(-74.1439971924, 4.6739997864)
"22321",398,1036,564,66404,7838,8289,74,9,879,c(-74.0849990845, 4.6939997673)
"22322",1273,740,210,50325,6589,610,12,99,1449,c(-74.117, 4.669)
"22323",1976,392,439,21775,6589,630,12,98,1468,c(-74.129, 4.666)
"22324",510,1526,436,21984,8037,4367,12,98,293,c(-74.143, 4.676)
"22325",1649,7932,1747,40543,5099,24329,24,14,289,c(-74.114, 4.728)
"22326",166,761,1286,53650,16,15796,11,107,2359,c(-74.113, 4.644)
"22327",517,728,1286,1311,16,5757,10,30,2322,c(-74.104, 4.644)
"22328",2680,6670,1180,18913,7838,1436,74,65,2474,c(-74.0889968872, 4.6859998703)
"22329",5,2386,1180,18869,6647,8488,47,65,2334,c(-74.0889968872, 4.6789999008)
"22330",1272,740,210,50325,6589,611,83,99,1449,c(-74.1169967651, 4.6700000763)
"22331",510,6852,436,21927,8037,7984,12,98,293,c(-74.1399993896, 4.6760001183)
"22332",2655,1945,1166,55031,7961,7201,24,86,20,c(-74.1399993896, 4.7150001526)
"22333",508,5595,436,11600,8037,6256,12,98,128,c(-74.144, 4.674)
"22334",1272,740,210,50325,6589,611,83,99,1449,c(-74.1169967651, 4.6700000763)
"22335",1977,405,439,21833,8038,7470,12,98,300,c(-74.1289978027, 4.6710000038)
"22336",1271,812,210,60506,6589,588,12,98,1449,c(-74.1210021973, 4.6659998894)
"22337",507,1578,436,21913,8038,15145,12,98,293,c(-74.1340026855, 4.6750001907)
"22338",93,400,439,398,6589,639,12,98,889,c(-74.1309967041, 4.6640000343)
"22339",1492,4550,1168,990,8038,7523,19,86,1478,c(-74.12, 4.693)
"22340",636,3146,1151,62122,4887,974,29,55,1910,c(-74.058, 4.705)
"22341",1609,117,288,30095,6394,15500,29,55,233,c(-74.0640029907, 4.7059998512)
"22342",1872,2599,1047,17737,5424,4518,42,67,2714,c(-74.072, 4.726)
"22343",1872,2599,1047,17737,5424,4518,42,67,2714,c(-74.072, 4.726)
"22344",2145,963,1051,9012,5422,2831,20,67,2714,c(-74.064, 4.725)
"22345",346,2474,288,68870,6310,36462,29,55,2529,c(-74.068, 4.71)
"22346",834,6863,1415,17864,5433,2689,45,67,229,c(-74.069, 4.731)
"22347",317,963,1051,9012,5420,2852,20,67,2702,c(-74.065, 4.724)
"22348",328,3419,176,32858,5692,1228,74,70,2466,c(-74.075, 4.7)
"22349",636,3146,1151,7669,4887,974,29,55,1906,c(-74.058, 4.706)
"22350",1459,2006,176,18362,7838,10884,74,9,2482,c(-74.084, 4.696)
"22351",609,2185,1048,13842,5666,2021,29,70,2531,c(-74.081, 4.71)
"22352",557,3459,157,57653,6344,32137,16,56,2297,c(-74.062, 4.689)
"22353",1027,587,1051,68111,6304,2818,45,68,229,c(-74.064, 4.733)
"22354",2655,1040,420,48175,7986,2457,24,14,981,c(-74.127, 4.743)
"22355",1073,1672,1221,29923,6304,8851,45,68,1965,c(-74.059, 4.734)
"22356",1018,2579,74,458,8407,23718,31,50,967,c(-74.048, 4.761)
"22357",1075,1675,1221,29924,6308,21644,79,68,1966,c(-74.054, 4.734)
"22358",691,1043,1051,61043,6311,21990,29,67,2691,c(-74.072, 4.718)
"22359",2672,2829,76,17904,3915,32565,45,50,2722,c(-74.068, 4.752)
"22360",834,959,1047,14336,5429,2741,45,67,228,c(-74.076, 4.729)
"22361",626,3146,1151,60856,4887,8536,16,55,1901,c(-74.056, 4.7)
"22362",1856,1095,1000,17848,5441,5423,45,68,2722,c(-74.069, 4.739)
"22363",834,959,1047,14319,5429,2745,45,67,229,c(-74.074, 4.729)
"22364",834,959,1047,14319,5429,2745,45,67,229,c(-74.074, 4.729)
"22365",636,3146,1151,7669,4887,974,29,55,1906,c(-74.058, 4.706)
"22366",2670,6630,76,516,7148,28172,45,50,2006,c(-74.059, 4.748)
"22367",2672,3728,76,17892,8442,8460,45,50,875,c(-74.063, 4.752)
"22368",834,959,1047,14336,5429,2741,45,67,228,c(-74.075, 4.729)
"22369",834,5064,1047,53529,5431,2703,45,67,229,c(-74.073, 4.73)
"22370",834,959,1047,8487,5428,2741,42,67,229,c(-74.074, 4.728)
"22371",636,3146,1151,62343,6394,9335,29,55,1906,c(-74.06, 4.706)
"22372",1000,3973,420,18542,884,11692,25,13,210,c(-74.099, 4.741)
"22373",262,2003,176,18368,5692,10750,74,9,879,c(-74.081, 4.697)
"22374",1070,305,1183,29350,6496,21306,80,134,122,c(-74.1600036621, 4.6129999161)
"22375",1069,4482,1183,29256,5103,18247,80,134,122,c(-74.1529998779, 4.6129999161)
"22376",403,1140,438,23830,5103,704,28,107,128,c(-74.1452501904, 4.642381716)
"22377",248,498,1184,23790,5104,10518,17,137,1697,c(-74.142, 4.629)
"22378",248,498,1184,23790,5104,10515,17,137,722,c(-74.142, 4.63)
"22379",757,3602,439,60523,6615,7218,12,107,889,c(-74.134, 4.645)
"22380",1065,4653,1186,60554,5103,17875,3,137,731,c(-74.1579971313, 4.6199998856)
"22381",1578,3205,1183,25391,5108,18130,3,134,122,c(-74.1449966431, 4.6129999161)
"22382",1578,3205,1183,25391,5108,18130,3,134,122,c(-74.1449966431, 4.6129999161)
"22383",1065,1973,1183,39361,5103,2911,17,137,1714,c(-74.1500015259, 4.6240000725)
"22384",403,1138,438,69085,5104,6612,28,107,128,c(-74.143, 4.643)
"22385",1579,7220,1184,24760,5108,32182,3,134,1279,c(-74.138, 4.616)
"22386",1278,4634,1184,60732,4242,17640,9,136,1283,c(-74.1279983521, 4.6220002174)
"22387",112,4637,1335,24584,4242,10375,9,110,1281,c(-74.1279983521, 4.6160001755)
"22388",2281,196,439,23414,6613,16853,11,107,889,c(-74.1260638, 4.6417227)
"22389",248,498,1184,24965,5104,20056,17,137,3,c(-74.144, 4.628)
"22390",2275,576,224,29010,5111,21036,80,16,122,c(-74.1529998779, 4.603000164)
"22391",1065,3179,1186,60576,6496,17885,3,137,731,c(-74.158996582, 4.618999958)
"22392",1065,3179,1186,60576,6496,17885,3,137,731,c(-74.158996582, 4.618999958)
"22393",403,1138,438,23830,5103,13042,28,107,128,c(-74.1449966431, 4.6430001259)
"22394",1094,414,1171,53238,5645,19929,82,144,618,c(-74.0666985, 4.6427609)
"22395",530,3421,1220,13503,1151,12858,79,69,153,c(-74.042, 4.727)
"22396",2068,3327,1397,43801,1150,8301,79,69,488,c(-74.038489, 4.7385751)
"22397",486,3344,156,2640,1047,5835,44,53,68,c(-74.04, 4.7)
"22398",625,3146,1145,13547,4881,5574,44,53,1900,c(-74.05, 4.7)
"22399",208,7074,1219,43786,1150,21568,79,69,1967,c(-74.0369221, 4.7312567)
"22400",1795,3344,1632,13762,3515,1492,14,54,66,c(-74.0418651288, 4.6911361928)
"22401",420,3431,1219,6965,4755,17783,79,69,134,c(-74.0399392, 4.7235525)
"22402",428,3431,1219,6965,1151,31569,79,69,1943,c(-74.0372621, 4.7248101)
"22403",558,1739,157,2457,8177,25463,16,64,2449,c(-74.062, 4.681)
"22404",17,1006,1934,54226,2425,32625,13,80,509,c(-74.085, 4.649)
"22405",1271,812,210,60506,6589,588,12,98,1449,c(-74.121, 4.666)
"22406",325,117,288,30087,6394,1242,29,55,2469,c(-74.0641813, 4.7037708)
"22407",325,114,288,61023,6310,36363,29,55,2527,c(-74.0690033, 4.7071939)
"22408",284,555,168,15646,1042,1067,32,53,68,c(-74.0279346, 4.7096805)
"22409",1035,2980,156,57794,1038,5663,14,54,68,c(-74.034555, 4.693274)
"22410",152,5093,1305,28403,3474,19976,26,45,909,c(-74.070878, 4.6164791)
"22411",19,1959,66,11961,3794,19944,13,84,1913,c(-74.0750631, 4.6410072)
"22412",17,1006,1933,1243,3801,32631,13,80,1204,c(-74.0810817423, 4.6522260345)
"22413",2554,670,1920,43735,6679,4186,47,106,2348,c(-74.1008170085, 4.6780090104)
"22414",613,4195,115,3158,3699,1124,74,70,964,c(-74.0953678, 4.7071336)
"22415",2028,5931,1697,35472,8429,25543,31,50,2003,c(-74.0532358, 4.7466001)
"22416",325,114,288,493,6393,5431,29,55,233,c(-74.0673108399, 4.7046467166)
"22417",1918,908,266,30232,6483,22102,90,16,1152,c(-74.1482515, 4.5872214)
"22418",556,415,1219,6532,1151,31569,79,69,134,c(-74.0383737, 4.7226795)
"22419",1658,415,1219,45951,1151,31570,32,69,134,c(-74.0370582, 4.7219759)
"22420",1795,3438,1152,13784,4880,5737,14,54,66,c(-74.043943019, 4.6909339852)
"22421",185,3344,1152,13828,4881,32274,44,53,400,c(-74.045393732, 4.7016741781)
"22422",284,551,2211,15648,1041,1067,32,53,68,c(-74.0259152, 4.711483)
"22423",531,5384,1219,50380,1150,5171,79,69,1958,c(-74.0327891, 4.7288461)
"22424",1060,3344,1152,13578,4880,15524,44,54,1900,c(-74.0469989, 4.6983268)
"22425",1776,3420,1221,13507,4755,909,79,66,1943,c(-74.047561, 4.7266909)
"22426",441,2162,166,46112,4852,5156,32,69,134,c(-74.0329963, 4.7181241)
"22427",115,3344,156,2640,4735,968,44,53,68,c(-74.040715, 4.7001347)
"22428",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.0489646, 4.7094772)
"22429",2069,5384,1396,29876,1150,21506,79,69,488,c(-74.0332852, 4.737636)
"22430",428,7074,1219,6965,1151,31569,79,69,1943,c(-74.0371499, 4.7251687)
"22431",486,3344,156,47066,1047,5831,44,53,68,c(-74.0378134, 4.699468)
"22432",529,3421,1219,6965,1151,17788,79,69,1943,c(-74.039977, 4.7256367)
"22433",2397,2162,166,1865,4852,5119,32,69,134,c(-74.0316502, 4.7160725)
"22434",420,3431,1219,6965,4755,17783,79,69,134,c(-74.0399392, 4.7235525)
"22435",443,7180,166,15747,4852,2007,32,69,134,c(-74.0293237, 4.7229843)
"22436",636,6834,1145,53875,4734,5048,44,55,1914,c(-74.0508642, 4.7097427)
"22437",1775,3420,1221,13502,4755,4742,79,69,1946,c(-74.0451189, 4.7268839)
"22438",79,2980,156,57805,1038,5809,14,54,68,c(-74.034247, 4.6954539)
"22439",284,2162,167,6979,4851,5120,32,69,134,c(-74.0292755, 4.7146419)
"22440",2355,6991,1238,15549,3566,1869,44,53,68,c(-74.0323517, 4.7025886)
"22441",531,7074,1219,46764,1151,14129,79,69,1964,c(-74.0389991, 4.7307003)
"22442",2069,5384,1396,60139,1150,9374,79,69,1977,c(-74.0327802, 4.7330245)
"22443",1770,7180,166,15747,4852,10839,32,69,134,c(-74.0284821, 4.7235014)
"22444",555,1064,1219,29869,1151,3583,32,69,1946,c(-74.0325796, 4.7247997)
"22445",427,415,170,27455,4755,3368,32,66,1925,c(-74.0431814, 4.7171286)
"22446",428,415,1219,45951,4755,31570,32,69,134,c(-74.0387012, 4.7211032)
"22447",1775,1563,1221,13499,1151,4748,79,69,1951,c(-74.0432359, 4.7281414)
"22448",1795,2645,1153,13761,4880,5737,14,54,66,c(-74.0441189, 4.6904371)
"22449",491,3344,1237,13831,4735,9942,44,53,1907,c(-74.0425099, 4.7044571)
"22450",529,3421,1219,6965,1151,17785,79,69,1943,c(-74.0407913, 4.7256375)
"22451",2070,4289,932,29397,6300,13921,79,50,2008,c(-74.0327571, 4.744348)
"22452",2070,416,932,58261,6300,13919,79,50,2012,c(-74.0337441, 4.7455496)
"22453",481,426,932,55457,8410,5867,31,50,404,c(-74.0391361, 4.7488281)
"22454",1868,3451,1397,13487,8413,8309,79,50,1993,c(-74.0425645, 4.7420818)
"22455",198,432,1930,45223,8409,31634,31,50,2026,c(-74.0376819, 4.754718)
"22456",2405,6991,1238,15550,1047,3317,44,53,68,c(-74.0332715, 4.7020664)
"22457",294,6940,1221,2002,4755,953,20,62,1925,c(-74.0494467241, 4.7192771517)
"22458",1060,3438,1152,13614,4880,10586,44,54,490,c(-74.0491977, 4.6935773)
"22459",555,2162,166,46041,1151,31531,32,69,134,c(-74.035289, 4.7207912)
"22460",294,6938,1221,16588,4755,955,20,62,1929,c(-74.0506984, 4.7209055)
"22461",284,554,168,15653,3568,1069,32,53,68,c(-74.0303079399, 4.7089869086)
"22462",428,3431,1219,6965,1151,31569,79,69,1943,c(-74.0372621, 4.7248101)
"22463",284,556,168,15395,1042,1864,32,53,68,c(-74.0281989, 4.7053583)
"22464",514,3390,1221,16595,6308,1490,79,66,1951,c(-74.0478443, 4.729174)
"22465",288,3393,1221,16611,4755,910,79,66,152,c(-74.0501836, 4.7242253)
"22466",176,3344,156,13564,4880,1191,14,54,68,c(-74.0407888921, 4.694003156)
"22467",514,3390,1221,16595,6308,6302,79,66,153,c(-74.0491386, 4.7287977)
"22468",636,6831,1145,27540,4734,5060,44,53,1914,c(-74.0489646, 4.7094772)
"22469",208,7073,1222,60139,1150,21571,79,69,1971,c(-74.034786, 4.7315789)
"22470",491,3344,1237,13837,4735,9942,44,53,1907,c(-74.042557, 4.7047382)
"22471",1087,415,170,27463,4755,1959,32,69,134,c(-74.0384351, 4.715548)
"22472",158,191,1221,16648,6308,11386,79,69,1971,c(-74.0482923, 4.7339987)
"22473",1795,2645,1153,13761,4880,5737,14,54,66,c(-74.0441189, 4.6904371)
"22474",529,3431,1219,6965,1151,17788,79,69,1943,c(-74.0384503, 4.725303)
"22475",530,1562,1221,49318,1151,10609,79,69,1951,c(-74.0423308, 4.7284887)
"22476",284,550,168,15408,3568,1863,32,53,68,c(-74.0290578, 4.7071237)
"22477",626,3439,1150,16371,4899,22193,16,56,1855,c(-74.053499, 4.6935266)
"22478",175,2710,749,6368,3527,6022,14,54,129,c(-74.0357623958, 4.6857582736)
"22479",1795,3344,1632,6683,3515,5751,14,54,66,c(-74.0404264, 4.6906342)
"22480",294,6937,1221,16588,4755,955,20,62,1929,c(-74.0499038, 4.7207495)
"22481",198,432,1928,46485,8409,33030,31,50,2026,c(-74.0373498, 4.7553313)
"22482",2226,2980,156,57795,1039,32423,14,54,129,c(-74.0325329, 4.6927762)
"22483",557,3459,1155,16324,6315,8923,16,56,2283,c(-74.0558983, 4.6882883)
"22484",486,3344,156,13561,1038,5806,14,54,68,c(-74.0370594, 4.6965447)
"22485",2070,4289,1070,29397,6300,12605,79,50,2008,c(-74.0321415, 4.7444383)
"22486",422,415,1219,46330,1151,31569,32,69,134,c(-74.0367505, 4.7221671)
"22487",1060,3344,1152,13819,4880,34104,44,54,1900,c(-74.0450568, 4.698106)
"22488",2774,7562,74,637,8344,12869,31,50,411,c(-74.0432755683, 4.7632317207)
"22489",284,526,168,15406,3568,1863,32,53,68,c(-74.0294277194, 4.707757101)
"22490",626,3438,1150,13617,4879,727,16,54,1852,c(-74.0512636, 4.692608)
"22491",555,2162,166,46102,1151,31409,32,69,134,c(-74.034189, 4.721148)
"22492",1060,3344,1152,60967,4880,5707,44,54,66,c(-74.0459399, 4.6953419)
"22493",483,2869,133,24188,8409,31638,31,50,2026,c(-74.0406782, 4.7539409)
"22494",483,2869,133,24188,8409,31638,31,50,2026,c(-74.0406782, 4.7539409)
"22495",514,3393,1221,16612,4755,910,79,66,152,c(-74.0496703, 4.7248097)
"22496",441,2162,166,1865,4852,9965,32,69,134,c(-74.0319229, 4.7163051)
"22497",288,3423,1221,16611,4755,910,79,66,152,c(-74.0493639, 4.7240724)
"22498",428,415,1219,45951,4755,31570,32,69,134,c(-74.0387012, 4.7211032)
"22499",428,7074,1219,6965,1151,31569,79,69,1943,c(-74.0371348, 4.7251555)
"22500",636,3146,1151,16484,4885,971,44,55,400,c(-74.0530026, 4.7036245)
"22501",529,7074,1219,6962,1151,21526,79,69,153,c(-74.0381292, 4.7269433)
"22502",1061,3344,156,13576,4880,1976,44,54,68,c(-74.0410053, 4.6962369)
"22503",284,556,168,15395,1042,1864,32,53,68,c(-74.0281989, 4.7053583)
"22504",2246,556,168,15390,1042,1864,32,53,68,c(-74.0273286, 4.7036005)
"22505",555,1064,1219,46366,1151,5162,32,69,153,c(-74.0326149, 4.7259839)
"22506",489,6990,1237,45783,1047,1161,44,53,68,c(-74.0362699, 4.7038196)
"22507",555,7180,1219,29868,1151,3583,32,69,134,c(-74.0318488, 4.7235301)
"22508",198,2867,74,59416,8409,10950,31,50,2026,c(-74.0416944, 4.7556809)
"22509",175,2980,749,6803,3527,6024,14,54,129,c(-74.0374298, 4.6869194)
"22510",425,2162,166,46130,4755,31437,32,69,134,c(-74.035957, 4.7181024)
"22511",420,3431,1219,6965,4755,17783,79,69,134,c(-74.0399392, 4.7235525)
"22512",425,2162,166,46130,4755,5146,32,69,134,c(-74.0359092, 4.717572)
"22513",1060,3344,1152,60967,4880,5712,44,54,66,c(-74.0462149, 4.6954538)
"22514",636,1315,1145,13533,4734,5047,44,55,1907,c(-74.050285, 4.7052352)
"22515",1060,3344,1152,13578,4880,1969,44,53,1900,c(-74.0457395197, 4.6984965904)
"22516",1776,3420,1221,13507,4755,909,79,66,1943,c(-74.047561, 4.7266909)
"22517",530,1561,1221,49318,1151,10609,79,69,1951,c(-74.0421723, 4.7282647)
"22518",857,1059,1989,15729,4851,12517,32,69,134,c(-74.0278143, 4.7221308)
"22519",1060,3438,1153,13782,4880,1998,44,54,2289,c(-74.0466585, 4.6912391)
"22520",530,1561,1221,49318,1151,10609,79,69,1951,c(-74.042236, 4.728476)
"22521",1060,3344,1152,13578,4880,15528,44,54,1900,c(-74.0461616693, 4.6982224577)
"22522",1060,3344,1152,13819,4880,15522,44,54,66,c(-74.0437411, 4.69769)
"22523",626,3438,1151,13616,4879,724,44,56,490,c(-74.0516193386, 4.6947454998)
"22524",152,5093,1305,28403,3474,19976,26,45,909,c(-74.0710219, 4.6162586)
"22525",659,979,2031,60726,4242,28248,9,120,1284,c(-74.123738, 4.621105)
"22526",152,1001,1732,10380,7230,11423,26,141,384,c(-74.0691855, 4.6082189)
"22527",471,863,55,27828,5792,284,26,43,638,c(-74.0674417, 4.6212586)
"22528",152,5093,1305,28403,3474,19976,26,45,909,c(-74.0710219, 4.6162586)
"22529",733,717,752,48419,3709,267,13,140,1189,c(-74.076925, 4.6311647)
"22530",560,669,157,48104,6316,14721,16,64,1255,c(-74.0590265, 4.6844798)
"22531",19,1959,11,43657,3794,5764,13,79,1074,c(-74.0775114, 4.6393336)
"22532",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22533",560,669,157,49308,6344,4420,16,64,2295,c(-74.0618083, 4.6864484)
"22534",17,1006,1932,19175,3801,11726,13,80,1196,c(-74.0791497, 4.6468287)
"22535",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22536",1256,716,20,9244,3860,13167,10,140,1320,c(-74.0925778, 4.635624)
"22537",17,1006,1935,54309,2425,123,13,80,1204,c(-74.0837827, 4.6507255)
"22538",1256,34,147,323,3888,7176,13,79,438,c(-74.088607, 4.6410319)
"22539",1256,716,20,69048,1026,19832,10,140,1329,c(-74.0978346, 4.6348264)
"22540",733,714,1129,8983,4328,12663,13,11,627,c(-74.0711912, 4.6316488)
"22541",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22542",720,1958,1345,26884,3794,34421,13,84,618,c(-74.0722841, 4.6389504)
"22543",384,1017,1173,59206,6391,5428,16,56,2303,c(-74.067478, 4.6891121)
"22544",17,23,1934,19354,1504,3364,13,80,509,c(-74.0872445, 4.6499393)
"22545",18,1919,145,43689,3794,134,13,80,1913,c(-74.0785179, 4.6430867)
"22546",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22547",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22548",17,1006,1935,54078,2425,96,13,80,1204,c(-74.0824875466, 4.6512608925)
"22549",720,2603,1793,27004,4857,10270,82,142,624,c(-74.0681546, 4.6371691)
"22550",560,1017,157,57653,6344,33525,16,64,2296,c(-74.0633276, 4.6877439)
"22551",6,2321,60,18631,8175,34474,77,65,2335,c(-74.0819645, 4.6757314)
"22552",17,1006,1935,54079,2425,96,13,80,1204,c(-74.0829902, 4.651555)
"22553",17,691,1933,47969,3801,106,13,80,1204,c(-74.0788915, 4.6509945)
"22554",8,502,1173,18022,8175,2098,77,65,2329,c(-74.0803461, 4.6819878)
"22555",19,2521,64,19204,3779,10258,13,140,1074,c(-74.0787910968, 4.6377654622)
"22556",720,414,768,53239,5645,19929,82,144,618,c(-74.0684046, 4.6430782)
"22557",2471,1781,1922,45607,8048,6969,19,10,2504,c(-74.1110342, 4.6955376)
"22558",2324,4628,1165,6391,47,6400,19,87,265,c(-74.1148542, 4.7081613)
"22559",455,1151,1918,18929,7835,35716,74,9,251,c(-74.0942736, 4.6874858)
"22560",534,400,439,1194,6589,602,12,98,889,c(-74.1291642, 4.6617648)
"22561",361,652,210,20315,8038,624,12,99,300,c(-74.1233866, 4.6734624)
"22562",511,1605,1167,21997,8023,6129,12,86,293,c(-74.1495422442, 4.6826014814)
"22563",534,400,439,1194,6589,602,12,98,889,c(-74.1291642, 4.6617648)
"22564",2690,685,439,21899,8038,19379,12,98,295,c(-74.1334732, 4.6701349)
"22565",538,2701,436,40487,8037,4826,12,98,128,c(-74.1470592, 4.6689933)
"22566",2695,1044,1166,12724,8549,3388,24,87,21,c(-74.1247371, 4.7149007)
"22567",2261,3480,1395,1282,8047,9218,19,10,195,c(-74.1045032, 4.6972419)
"22568",2308,7401,439,52125,6616,11302,12,98,889,c(-74.1303438, 4.6557233)
"22569",2690,685,439,21899,8038,19379,12,98,295,c(-74.1334732, 4.6701349)
"22570",164,675,210,21304,6589,18592,55,30,1424,c(-74.1107132, 4.660844)
"22571",2193,758,1286,48327,6613,1387,81,30,2324,c(-74.1080294, 4.6495222)
"22572",2365,758,1286,48323,6613,1388,81,30,2321,c(-74.1088713, 4.6482714)
"22573",1272,688,210,21804,6589,622,12,98,1468,c(-74.1231393, 4.6701444)
"22574",789,718,1283,15488,16,4309,10,30,1367,c(-74.1016003, 4.6448489)
"22575",849,5101,439,21726,6589,18719,12,98,128,c(-74.1346468, 4.6617546)
"22576",457,206,1395,66693,7834,3646,74,10,185,c(-74.0963178, 4.6972188)
"22577",1269,5098,439,53191,6616,30223,12,101,5,c(-74.1244001394, 4.6546723788)
"22578",96,405,210,21823,6589,14685,12,98,1468,c(-74.1264846, 4.6688086)
"22579",2256,5933,75,17102,8419,15955,31,50,875,c(-74.048324, 4.749576)
"22580",2162,992,1173,4982,8175,9711,30,65,2309,c(-74.0760973, 4.6896313)
"22581",2029,5933,75,35517,8420,25770,79,50,2003,c(-74.0496836, 4.7457481)
"22582",478,2599,1047,17818,5426,2758,42,67,2713,c(-74.0716391, 4.7272328)
"22583",1854,6668,76,68289,6303,8774,45,68,407,c(-74.0599441, 4.7396033)
"22584",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22585",1413,1099,420,2462,5984,5544,25,13,227,c(-74.0895545, 4.7472728)
"22586",160,1674,1221,29912,6308,21652,79,66,1969,c(-74.0514513, 4.7340568)
"22587",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22588",398,935,1173,14286,5692,14397,74,65,2475,c(-74.0793146, 4.693532)
"22589",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22590",834,5064,1047,662,5431,2698,45,67,229,c(-74.0718702, 4.7296403)
"22591",969,1040,420,9035,7986,30235,24,14,981,c(-74.1232464, 4.7428412)
"22592",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22593",1854,6668,76,68289,6303,8774,45,68,407,c(-74.0599441, 4.7396033)
"22594",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22595",1854,6668,76,60285,6303,8775,45,68,407,c(-74.0593685, 4.7395895)
"22596",564,2474,288,65061,6311,5070,29,67,2534,c(-74.0667195, 4.713943)
"22597",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22598",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22599",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22600",32,587,1051,68124,6304,2804,42,68,1952,c(-74.0609822, 4.7309984)
"22601",1413,1099,420,2462,5984,5544,25,13,227,c(-74.0895545, 4.7472728)
"22602",1047,7819,789,60704,8429,25654,31,50,2019,c(-74.0534942, 4.7519568)
"22603",834,5064,1047,662,5431,2698,45,67,229,c(-74.0718702, 4.7296403)
"22604",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22605",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
"22606",478,7134,1051,17809,5428,30176,42,67,229,c(-74.0678178, 4.7277592)
"22607",35,3455,1221,29926,6304,21682,42,67,1948,c(-74.0576244, 4.7289689)
"22608",1075,7953,1221,41118,6305,16495,45,68,1974,c(-74.0547898845, 4.7361546654)
